Combinación de Características;Puntaje R^2; alcohol; chlorides; citric acid; density; free sulfur dioxide; pH; residual sugar; sulphates; total sulfur dioxide;volatile acidity
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, sulphates;0,460051951;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, density, sulphates;0,45986918;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,459774974;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,459509842;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,459482765;;;;;;;;;;
fixed acidity, citric acid, residual sugar, density, pH, sulphates, alcohol;0,459408867;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates;0,459392508;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, sulphates;0,459192249;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, pH, sulphates;0,459065889;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,459053478;;;;;;;;;;
volatile acidity, citric acid, chlorides, density, pH, sulphates;0,458979016;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, density, pH, sulphates;0,45879004;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,458635474;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, sulphates;0,458622499;;;;;;;;;;
fixed acidity, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,458495575;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates;0,458198853;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,457354383;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,456290473;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,456050163;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, sulphates;0,455970059;;;;;;;;;;
fixed acidity, citric acid, chlorides, density, pH, sulphates, alcohol;0,455851597;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, alcohol;0,455757955;;;;;;;;;;
fixed acidity, residual sugar, total sulfur dioxide, density, sulphates, alcohol;0,455601696;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,454807431;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, pH, sulphates;0,454714353;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,454595326;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, sulphates;0,454386606;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, density, sulphates, alcohol;0,454155885;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,453957883;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,453696701;;;;;;;;;;
citric acid, residual sugar, chlorides, density, sulphates, alcohol;0,453043251;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, sulphates;0,452822332;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,452198992;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, alcohol;0,452196171;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates;0,452038221;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,451953605;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,451698627;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, density, pH, sulphates;0,451697499;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates;0,45166873;;;;;;;;;;
fixed acidity, residual sugar, chlorides, density, pH, sulphates, alcohol;0,451500061;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,451381598;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,451325187;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, alcohol;0,450977696;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, pH, sulphates;0,450834413;;;;;;;;;;
fixed acidity, citric acid, total sulfur dioxide, density, pH, sulphates;0,450652206;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,450586769;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, density, pH, sulphates;0,450539948;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, sulphates;0,449575886;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates;0,449496911;;;;;;;;;;
fixed acidity, residual sugar, total sulfur dioxide, density, pH, sulphates;0,449032649;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,449021367;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH, alcohol;0,4485069;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,44808551;;;;;;;;;;
fixed acidity, residual sugar, density, pH, sulphates, alcohol;0,447932073;;;;;;;;;;
chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,447780892;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,447577248;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, density, pH, sulphates;0,4475733;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, density, pH, sulphates;0,447572171;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH, alcohol;0,447194218;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,446353132;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,446326055;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,446273593;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, alcohol;0,446210977;;;;;;;;;;
volatile acidity, citric acid, residual sugar, density, pH, sulphates;0,445735997;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, sulphates;0,445668868;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,445205735;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,445025784;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH, alcohol;0,444986296;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,444906757;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, alcohol;0,444313315;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, density, pH, sulphates;0,444145774;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,443847361;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, pH, alcohol;0,443755411;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,443625102;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, alcohol;0,44356587;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, pH, sulphates;0,443506075;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,442980325;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH, alcohol;0,44272422;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, pH, sulphates;0,442701656;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,442700527;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, density, sulphates, alcohol;0,442461345;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,442250933;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, sulphates;0,442118367;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,442096931;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, sulphates;0,441810364;;;;;;;;;;
volatile acidity, citric acid, total sulfur dioxide, density, pH, alcohol;0,441590361;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, sulphates;0,441196613;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, alcohol;0,441071381;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, pH, alcohol;0,440466656;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,440329014;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, sulphates, alcohol;0,440230859;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, sulphates;0,440158089;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,439980959;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,439852906;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,439754187;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, sulphates;0,439547159;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, alcohol;0,439298951;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,438840895;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density, alcohol;0,438581405;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, density, pH, sulphates;0,438453916;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,438431916;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,438210221;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,438029706;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,437676574;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, alcohol;0,437323442;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,437183543;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, density, alcohol;0,436863129;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,43670123;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,436490817;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, pH, alcohol;0,436446253;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,436374611;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,435738296;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,435439883;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,435303368;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,434643925;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, pH, sulphates;0,434580181;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, alcohol;0,434546334;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, pH, sulphates;0,434221408;;;;;;;;;;
fixed acidity, residual sugar, chlorides, density, pH, sulphates;0,434140176;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,434078688;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,433959661;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, alcohol;0,433690017;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, density, pH, alcohol;0,433673094;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, alcohol;0,433644324;;;;;;;;;;
volatile acidity, chlorides, total sulfur dioxide, density, pH, alcohol;0,433455348;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,432973035;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates;0,43293806;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,432785187;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, alcohol;0,432765443;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,432502568;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,43235872;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density, alcohol;0,432199077;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, alcohol;0,432000511;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,431946921;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,431822817;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, alcohol;0,431568968;;;;;;;;;;
fixed acidity, citric acid, residual sugar, density, sulphates, alcohol;0,431457838;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,431033629;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, alcohol;0,4310325;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,431012192;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, alcohol;0,430092131;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, density, pH, alcohol;0,430029515;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,429779051;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,429636895;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH, alcohol;0,429406739;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,428676218;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, pH, alcohol;0,427749387;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, alcohol;0,427705951;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,427489333;;;;;;;;;;
fixed acidity, volatile acidity, total sulfur dioxide, density, pH, alcohol;0,427437435;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, pH, alcohol;0,427100098;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, sulphates;0,426868249;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, pH, sulphates;0,426652759;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,426481834;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, pH, sulphates;0,426460962;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,4263645;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,426169882;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,426088087;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,425986547;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, pH, alcohol;0,425823519;;;;;;;;;;
volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,425819007;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,425793058;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,425711826;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, alcohol;0,425653723;;;;;;;;;;
fixed acidity, residual sugar, chlorides, density, sulphates, alcohol;0,425501413;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH, sulphates;0,425491259;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,425443874;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, pH, alcohol;0,425420746;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,425358694;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, pH, alcohol;0,425289873;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, density, alcohol;0,425108229;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, alcohol;0,42486115;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,424711661;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, alcohol;0,424711661;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, pH, alcohol;0,424678943;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates;0,424581916;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, pH, alcohol;0,424466274;;;;;;;;;;
volatile acidity, citric acid, residual sugar, density, pH, alcohol;0,4243134;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,424302118;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,424277297;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, sulphates;0,42423781;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, sulphates;0,423877908;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, pH, alcohol;0,423800625;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,423641547;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, alcohol;0,423362877;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,423191952;;;;;;;;;;
chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,422898615;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,422834871;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, alcohol;0,422793691;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,422711895;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, alcohol;0,422671843;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, pH, alcohol;0,42266451;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, pH, alcohol;0,422624458;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,422372302;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, alcohol;0,422328865;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,422250454;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, pH, alcohol;0,422234659;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,42194922;;;;;;;;;;
fixed acidity, citric acid, chlorides, density, pH, sulphates;0,421742756;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,421558293;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,421061313;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,420703668;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,420272124;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,420257458;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, pH, alcohol;0,420080327;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,420030686;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,419910531;;;;;;;;;;
volatile acidity, citric acid, chlorides, density, pH, alcohol;0,41982253;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, alcohol;0,419806735;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,419599707;;;;;;;;;;
fixed acidity, citric acid, chlorides, density, sulphates, alcohol;0,419500424;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, density, pH, sulphates;0,419456987;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, density, pH, alcohol;0,419210472;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,4191896;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,418930674;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, pH, alcohol;0,418921084;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates;0,418859032;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,418464156;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,418325385;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, sulphates;0,418323128;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,418248102;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, sulphates;0,418080562;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,418055177;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,41802133;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,417984663;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,417984099;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, pH, sulphates;0,417975637;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,417837995;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,417757891;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,417601069;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, density, pH, alcohol;0,417368656;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, alcohol;0,416910036;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, pH, alcohol;0,41688183;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, pH, alcohol;0,416741931;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,416607674;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,41655916;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,416480749;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,416228028;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, alcohol;0,415837101;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, density, pH, alcohol;0,415785767;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, pH, alcohol;0,415712433;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,415302326;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, alcohol;0,415140991;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, pH, alcohol;0,414643447;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, pH, alcohol;0,414218109;;;;;;;;;;
